incident_id,rule_id,rule_version,result
INC-20260223-49fc0bfe4b,GR-001,1,not_applicable
INC-20260223-49fc0bfe4b,GR-002,1,prevented
INC-20260223-49fc0bfe4b,GR-003,1,not_applicable
INC-20260223-49fc0bfe4b,GR-004,1,not_applicable
INC-20260223-49fc0bfe4b,GR-005,1,not_applicable
INC-20260223-49fc0bfe4b,GR-006,1,not_applicable
INC-20260223-49fc0bfe4b,GR-007,1,not_applicable
INC-20260223-49fc0bfe4b,GR-008,1,prevented
INC-20260223-e8c12540dc,GR-001,1,not_applicable
INC-20260223-e8c12540dc,GR-002,1,prevented
INC-20260223-e8c12540dc,GR-003,1,not_applicable
INC-20260223-e8c12540dc,GR-004,1,not_applicable
INC-20260223-e8c12540dc,GR-005,1,not_applicable
INC-20260223-e8c12540dc,GR-006,1,not_applicable
INC-20260223-e8c12540dc,GR-007,1,not_applicable
INC-20260223-e8c12540dc,GR-008,1,prevented
INC-20260223-c7eea01968,GR-001,1,not_applicable
INC-20260223-c7eea01968,GR-002,1,prevented
INC-20260223-c7eea01968,GR-003,1,not_applicable
INC-20260223-c7eea01968,GR-004,1,not_applicable
INC-20260223-c7eea01968,GR-005,1,not_applicable
INC-20260223-c7eea01968,GR-006,1,not_applicable
INC-20260223-c7eea01968,GR-007,1,not_applicable
INC-20260223-c7eea01968,GR-008,1,prevented
INC-20260223-556214c90c,GR-001,1,not_applicable
INC-20260223-556214c90c,GR-002,1,prevented
INC-20260223-556214c90c,GR-003,1,not_applicable
INC-20260223-556214c90c,GR-004,1,not_applicable
INC-20260223-556214c90c,GR-005,1,not_applicable
INC-20260223-556214c90c,GR-006,1,not_applicable
INC-20260223-556214c90c,GR-007,1,not_applicable
INC-20260223-556214c90c,GR-008,1,prevented
INC-20260223-cce8c6a4fc,GR-001,1,not_applicable
INC-20260223-cce8c6a4fc,GR-002,1,prevented
INC-20260223-cce8c6a4fc,GR-003,1,not_applicable
INC-20260223-cce8c6a4fc,GR-004,1,not_applicable
INC-20260223-cce8c6a4fc,GR-005,1,not_applicable
INC-20260223-cce8c6a4fc,GR-006,1,not_applicable
INC-20260223-cce8c6a4fc,GR-007,1,not_applicable
INC-20260223-cce8c6a4fc,GR-008,1,prevented
INC-20260224-1cf1291481,GR-001,1,not_applicable
INC-20260224-1cf1291481,GR-002,1,not_applicable
INC-20260224-1cf1291481,GR-003,1,not_applicable
INC-20260224-1cf1291481,GR-004,1,not_applicable
INC-20260224-1cf1291481,GR-005,1,not_applicable
INC-20260224-1cf1291481,GR-006,1,not_applicable
INC-20260224-1cf1291481,GR-007,1,not_applicable
INC-20260224-1cf1291481,GR-008,1,prevented
INC-20260224-517c8de63d,GR-001,1,not_applicable
INC-20260224-517c8de63d,GR-002,1,not_applicable
INC-20260224-517c8de63d,GR-003,1,not_applicable
INC-20260224-517c8de63d,GR-004,1,not_applicable
INC-20260224-517c8de63d,GR-005,1,not_applicable
INC-20260224-517c8de63d,GR-006,1,not_applicable
INC-20260224-517c8de63d,GR-007,1,not_applicable
INC-20260224-517c8de63d,GR-008,1,prevented
INC-20260224-9c013df5d2,GR-001,1,not_applicable
INC-20260224-9c013df5d2,GR-002,1,not_applicable
INC-20260224-9c013df5d2,GR-003,1,not_applicable
INC-20260224-9c013df5d2,GR-004,1,not_applicable
INC-20260224-9c013df5d2,GR-005,1,not_applicable
INC-20260224-9c013df5d2,GR-006,1,not_applicable
INC-20260224-9c013df5d2,GR-007,1,not_applicable
INC-20260224-9c013df5d2,GR-008,1,prevented
INC-20260223-eed850a4a0,GR-001,1,not_applicable
INC-20260223-eed850a4a0,GR-002,1,prevented
INC-20260223-eed850a4a0,GR-003,1,not_applicable
INC-20260223-eed850a4a0,GR-004,1,not_applicable
INC-20260223-eed850a4a0,GR-005,1,not_applicable
INC-20260223-eed850a4a0,GR-006,1,not_applicable
